Store Number,Store Name,Customer Segment,Address,County,Store Longitude,Store Latitude
4273,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,Potential Loyalist,2800 E UNIVERSITY AVE,POLK,-93.56207,41.60074
4291,FAREWAY STORES #597 / CRESTON,Champions,105 E ADAMS ST,UNION,-94.36134,41.05731
6235,WORLD LIQUOR & TOBACCO + VAPORS / ADEL,Need Attention,918 COURT ST.,DALLAS,-94.01968,41.61825
4823,CASEY'S GENERAL STORE #3223 / CRESTON,Big Spenders,903 N SUMNER AVE,UNION,-94.37257,41.067
6252,KWIK SPIRITS #1191 / FORT DODGE,Champions,1923 5TH AVENUE SOUTH,WEBSTER,-94.17115,42.5011
5367,CASEY'S GENERAL STORE # 2618/ FREDRICKSBURG,Potential Loyalist,215 W MAIN ST.,CHICKASAW,-92.20216,42.9651
6050,CASEY'S GENERAL STORE #2539 / SHENANDOAH,Potential Loyalist,501 W CLARINDA AVE,PAGE,-95.37159,40.76528
4235,FAREWAY STORES #395 / WEBSTER CITY,Big Spenders,942  2ND ST,HAMILTON,-93.82772,42.46949
6009,CASEY'S GENERAL STORE #1081 / FONTANELLE,Potential Loyalist,304 WASHINGTON ST,ADAIR,-94.5637,41.28958
6096,BREW OIL #41 / ALBERT CITY,Big Spenders,5101 230TH ST,BUENA VISTA,-94.95324,42.77775
4318,FAREWAY STORES #841 / RED OAK,Potential Loyalist,811 BROADWAY,MONTGOMERY,-95.23278,40.99809
3403,ECON-O-MART / COLUMBUS JUNCTION,Big Spenders,103 WALNUT ST. E,LOUISA,-91.3592,41.28012
4289,FAREWAY STORES #062 / WAUKON,Potential Loyalist,777  11TH AVE SW,ALLAMAKEE,-91.48562,43.25662
5361,LIQUORLAND / BURLINGTON,Big Spenders,600 SOUTH MAIN STREET,DES MOINES,-91.10192,40.80282
4722,WALGREENS #09476 / BURLINGTON,Need Attention,201 S CENTRAL AVE,DES MOINES,-91.11295,40.80753
2562,HY-VEE FOOD STORE (1192) / FORT DODGE,Champions,115 SOUTH 29TH ST,WEBSTER,-94.15825,42.50473
4317,FAREWAY STORES #941 / GREENFIELD,Potential Loyalist,212 SW KENT,ADAIR,-94.46413,41.30317
5443,1ST STOP BEVERAGE SHOP,Champions,2839 EAST UNIVERSITY AVE.,POLK,-93.56146,41.60027
6108,DOUBLE D LIQUOR STORE / WAUKON,Champions,618 ROSSVILLE RD,ALLAMAKEE,-91.47361,43.26211
3744,RANDY'S NEIGHBORHOOD MARKET / DYERSVILLE,Big Spenders,733 16TH AVE SE,DUBUQUE,-91.11586,42.47027
2713,HY-VEE DYERSVILLE DOLLAR FRESH,Champions,1201 12TH AVE SE,DUBUQUE,-91.1108,42.47528
2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,Champions,1011  13TH ST NORTH,HUMBOLDT,-94.22713,42.73326
4186,H AND A MINI MART /BP,Potential Loyalist,5901 FLEUR DR,POLK,-93.64454,41.53105
5017,LANSING IGA,Potential Loyalist,417 MAIN ST,ALLAMAKEE,-91.21922,43.36181
4859,CIRCLE K #4706604 / BURLINGTON,Big Spenders,421 N MAIN ST,DES MOINES,-91.10109,40.8111
10064,BEER CITY,Need Attention,58231 190TH STREET,MILLS,-95.82302,41.04165
5296,YESWAY STORE # 10021/ WEBSTER CITY,Big Spenders,1102 2ND ST,HAMILTON,-93.83146,42.46952
4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,Champions,110 S ROOSEVELT HWY 61,DES MOINES,-91.14119,40.80939
4378,KUM & GO #1202 / WAUKEE,Potential Loyalist,650 W HICKMAN RD,DALLAS,-93.88651,41.61493
4607,CASEY'S GENERAL STORE #1024 / GUTTEN,Potential Loyalist,"1131, S HWY 52",CLAYTON,-91.10054,42.77367
2714,HY-VEE / VINTON,Potential Loyalist,911 S. K AVE,BENTON,-92.03776,42.16218
4532,CASEY'S GENERAL STORE #2274 / SIOUX RAPIDS,Need Attention,720 HWY 71,BUENA VISTA,-95.15296,42.88735
5556,CASEY'S GENERAL STORE #2891 / FORT DODGE,Big Spenders,235 AVE O,WEBSTER,-94.20307,42.48685
5512,CASEY'S GENERAL STORE #3639 / POSTVILLE,Big Spenders,620 W TILDEN ST,ALLAMAKEE,-91.58016,43.08447
3562,WAL-MART 0797 / W BURLINGTON,Champions,324 WEST AGENCY RD,DES MOINES,-91.15984,40.81294
4868,KUM & GO #59 / WAUKEE,Potential Loyalist,400 PRAIRIE BLUFF DR,DALLAS,-93.88001,41.56563
4551,CASEY'S GENERAL STORE #2845 / URBANA,Potential Loyalist,201 SUNSET ST,BENTON,-91.87986,42.22597
4246,FAREWAY STORES #938 / SHENANDOAH,Potential Loyalist,1007 S FREMONT ST,PAGE,-95.38513,40.75638
2507,HY-VEE FOOD STORE #1 (1042) / BURLINGTON,Champions,939 ANGULAR,DES MOINES,-91.11065,40.80191
3964,SIOUX FOOD CENTER OF SIOUX RAPIDS,Potential Loyalist,621 HWY 71,BUENA VISTA,-95.15268,42.88884
4799,WALGREENS #05777 / DES MOINES,Need Attention,2930 E UNIVERSITY AVE,POLK,-93.55922,41.60057
4623,CASEY'S GENERAL STORE #1493 / VAN METER,Potential Loyalist,700 DEBRA DR,DALLAS,-93.9522,41.53332
4183,FAREWAY STORES #589 / DECORAH,Potential Loyalist,103 E MAIN,WINNESHIEK,-91.78528,43.30329
2551,HY-VEE FOOD STORE (1065) / CHARITON,Champions,2001 WEST COURT,LUCAS,-93.32337,41.01456
6297,JET STOP BURLINGTON NORTH / BURLINGTON,Need Attention,2760 MT PLEASANT ST.,DES MOINES,-91.14088,40.82587
5005,LAURENS FOOD PRIDE,Big Spenders,410 W MAIN ST,POCAHONTAS,-94.85323,42.84671
5204,QUIK STOP  /  BURLINGTON,Big Spenders,1812 OSBORN ST,DES MOINES,-91.11269,40.82606
5895,ROLFE HEARTLAND,Big Spenders,600 BROAD ST,POCAHONTAS,-94.52956,42.81271
5515,FINE LIQUOR & TOBACCO,Potential Loyalist,821 ALBIA RD STE B,WAPELLO,-92.43351,41.00844
5434,"MK MINIMART, INC",Big Spenders,101 E MT. PLEASANT STREET,DES MOINES,-91.15626,40.82603
5752,CASEY'S GENERAL STORE #2481 / BLOOMFIELD,Big Spenders,206 S WASHINGTON,DAVIS,-92.41366,40.74992
10044,ELKADER FAST TRAK / ELKADER,Need Attention,24687 HIGHWAY 13,CLAYTON,-91.38414,42.86804
5968,CASEY'S GENERAL STORE #1496 / RED OAK,Potential Loyalist,201 N. BROADWAY ST,MONTGOMERY,-95.23275,41.00684
4896,BARRYS MINI MART,Potential Loyalist,"403, CHESTNUT ST",ALLAMAKEE,-91.15279,43.20057
5825,CASEY'S GENERAL STORE #2019 / WEST BURLINGTON,Big Spenders,501 E MT PLEASANT ST,DES MOINES,-91.15053,40.82599
2553,HY-VEE FOOD STORE (1095) / CRESTON,Potential Loyalist,600 SHELDON,UNION,-94.37245,41.05153
6191,HY-VEE FAST AND FRESH #2 / WAUKEE,Big Spenders,155 W. HICKMAN RD.,DALLAS,-93.8763,41.61501
4450,KUM & GO #157 / URBANDALE,Potential Loyalist,4585 156TH ST,POLK,-93.83346,41.64316
5607,CASEY'S GENERAL STORE #3294 / URBANA,Potential Loyalist,5350 31ST AVE,BENTON,-91.89086,42.24651
5297,YESWAY STORE # 10018/ WEBSTER CITY,Big Spenders,1803 SUPERIOR ST,HAMILTON,-93.81586,42.45954
5983,CASEY'S GENERAL STORE #1997 / WAUKON,Potential Loyalist,516 ROSSVILLE RD,ALLAMAKEE,-91.47437,43.26424
6095,LIQUOR TOBACCO OUTLET / FORT DODGE,Potential Loyalist,902 1ST AVE N,WEBSTER,-94.18613,42.50629
4232,"ELLIOTT'S GENERAL STORE,",Potential Loyalist,23828 HWY J18,APPANOOSE,-92.83419,40.89241
6146,HIWAY 20 LIQUOR & TOBACCO / WEBSTER CITY,Need Attention,1345 2ND ST S,HAMILTON,-93.83741,42.46956
4249,FAREWAY STORES #048 / CLARINDA,Big Spenders,115 ESSIE DAVISON DRIVE,PAGE,-95.04029,40.72401
4661,QUIK TRIP #531 / GRIMES,Potential Loyalist,"1900, SE 37TH ST",POLK,-93.77415,41.65796
4275,FAREWAY STORES #980 / KNOXVILLE,Potential Loyalist,1308 S LINCOLN ST,MARION,-93.10947,41.30808
5521,CASEY'S GENERAL STORE #3640 / WAUKEE,Potential Loyalist,870 NE ALICE'S RD,DALLAS,-93.85287,41.62833
5131,OASIS #1401,Potential Loyalist,"1401, BUCHANAN ST",POLK,-93.59937,41.59885
3726,WAL-MART 1285 / OTTUMWA,Potential Loyalist,1940 VENTURE DR,WAPELLO,-92.45649,41.01462
4011,JIM AND CHARLIES AFFILIATED,Potential Loyalist,121 NORTH CLINTON,MONROE,-92.80839,41.02896
5768,CASEY'S GENERAL STORE #1886 / OTTUMWA,Potential Loyalist,504 W MARY ST,WAPELLO,-92.42927,40.99477
5466,SOUTHSIDE TOBACCO & LIQUOR,Potential Loyalist,2424 SW 9TH ST #1,POLK,-93.62461,41.56379
6291,JET STOP BURLINGTON SOUTH / BURLINGTON,Need Attention,901 SOUTH STREET,DES MOINES,-91.10793,40.79615
2668,HY-VEE FOOD STORE / LEON,Potential Loyalist,1004 W 1ST ST,DECATUR,-93.75764,40.73965
5807,CASEY'S GENERAL STORE #1028 / MIDDLETOWN,Big Spenders,75 MAIN ST,DES MOINES,-91.25473,40.82703
6329,8 SECONDS / SIDNEY,Big Spenders,416 CLAY STREET,FREMONT,-95.64723,40.74671
5665,NEW STAR / FORT DODGE,Need Attention,704 AVENUE C,WEBSTER,-94.19665,42.49759
4326,STRATFORD FOOD CENTER,Big Spenders,829 SHAKESPEARE AVE,HAMILTON,-93.92712,42.2713
5517,MEPO FOODS / MEDIAPOLIS,Big Spenders,111 WAPELLO ST N,DES MOINES,-91.17004,41.00853
5223,CASEY'S GENERAL STORE #1503 / TABOR,Potential Loyalist,721 MAIN ST,FREMONT,-95.67135,40.89927
3916,SMOKIN' JOE'S #5 TOBACCO AND LIQUOR OUTLET,Potential Loyalist,1115 ALBIA RD,WAPELLO,-92.43721,41.00934
6055,CASEY'S GENERAL STORE #1428 / MILO,Potential Loyalist,426 N 2ND ST,WARREN,-93.43955,41.29093
5785,CASEY'S GENERAL STORE #2491 / CLARINDA,Potential Loyalist,1107 S 16TH ST,PAGE,-95.03783,40.72734
5951,CASEY'S GENERAL STORE #3900 / RIVERSIDE,Big Spenders,3070 HWY 22,WASHINGTON,-91.5469,41.48854
4792,CASEY'S GENERAL STORE #2899 / DE SOTO,Potential Loyalist,1100 GREENE ST,DALLAS,-94.01324,41.53684
6137,STAR CONVENIENCE #1601/ FORT DODGE,Potential Loyalist,1601 5TH AVENUE,WEBSTER,-94.17584,42.50106
10034,HY-VEE FAST AND FRESH #5 (7584) / URBANDALE,Potential Loyalist,15501 MEREDITH DRIVE,POLK,-93.83161,41.64381
5702,WESTSIDE PETRO,Big Spenders,103 1ST STREET,WASHINGTON,-91.71448,41.48241
4209,WAL-MART 5748 / GRIMES,Potential Loyalist,2150 EAST 1ST ST,POLK,-93.77154,41.68834
4514,CASEY'S GENERAL STORE #2813 / FORT DODGE,Potential Loyalist,1230 3RD AVE NW,WEBSTER,-94.21832,42.51543
5671,RUSS'S MARKET #30,Potential Loyalist,900 S LOCUST,MILLS,-95.74606,41.03813
2559,HY-VEE FOOD STORE (1009) / ALBIA,Potential Loyalist,301 HWY. 34 WEST,MONROE,-92.81381,41.01542
5789,CASEY'S GENERAL STORE #2512 / HILLS,Big Spenders,310 W MAIN ST,JOHNSON,-91.54093,41.55421
6261,WAUKEE LIQUOR & FOOD MART / WAUKEE,Potential Loyalist,763 SE ALICE'S ROAD,DALLAS,-93.85294,41.60536
5543,CASEY'S GENERAL STORE #2541 / BEDFORD,Need Attention,608 MADISON,TAYLOR,-94.72138,40.66771
5964,CASEY'S GENERAL STORE #3032 / CHARITON,Potential Loyalist,335 N MAIN ST,LUCAS,-93.30836,41.01788
5237,WORLD LIQUOR & TOBACCO + VAPE,Potential Loyalist,606 N 15TH ST,IOWA,-94.17794,42.51218
4359,KUM & GO #75 / WAUKEE,Potential Loyalist,350 SE UNIVERSITY AVENUE,DALLAS,-93.86556,41.6004
5632,ONE STOP SHOP,Need Attention,700 W ELM AVE,POCAHONTAS,-94.67918,42.73258
4411,KUM & GO #95 / DE SOTO,Potential Loyalist,1203 GUTHRIE ST,DALLAS,-94.0126,41.53762
2688,HY-VEE C-STORE - EAST HICKMAN,Big Spenders,1025 EAST HICKMAN,DALLAS,-93.8543,41.61507
5965,CASEY'S GENERAL STORE #1499 / CHARITON,Need Attention,418 S. 7TH ST,LUCAS,-93.30344,41.01022
5791,CASEY'S GENERAL STORE #2060 / POCAHONTAS,Big Spenders,605 W ELM AVE,POCAHONTAS,-94.67814,42.7326
4266,WAL-MART 1683 / SHENANDOAH,Potential Loyalist,705 S FREMONT,PAGE,-95.38511,40.76041
5233,CASEY'S GENERAL STORE #2640 / PLEASA,Big Spenders,1006 W PLEASANT ST,MARION,-93.27923,41.39268
4374,KUM & GO #141 / GRIMES,Big Spenders,1950 PRINCETON DR,POLK,-93.77238,41.67365
5463,BACKWATER SPIRITS AND MORE,Potential Loyalist,116 W WATER ST STE D,WINNESHIEK,-91.78668,43.30421
4942,EAST VILLAGE PANTRY,Potential Loyalist,333 E GRAND AVE,POLK,-93.61347,41.5902
5615,CASEY'S GENERAL STORE #2520 / GRIMES,Potential Loyalist,206 E 1ST ST,POLK,-93.79336,41.68838
4311,FAREWAY STORES #508 / FORT DODGE,Potential Loyalist,1231  1ST AVE S,WEBSTER,-94.18159,42.50508
5051,OASIS #630,Potential Loyalist,630 SW  9TH ST,POLK,-93.62473,41.57568
2674,HY-VEE FOOD STORE / LAMONI,Potential Loyalist,720 EAST MAIN,DECATUR,-93.9247,40.62366
2720,HY-VEE GAS #3 / WDM,Need Attention,7280 UNIVERSITY AVE,DALLAS,-93.80732,41.60047
5557,CASEY'S GENERAL STORE #2014 / FORT DODGE,Big Spenders,2206 2ND AVE N,WEBSTER,-94.16753,42.5084
5821,CASEY'S GENERAL STORE #3645 / LONE TREE,Big Spenders,302 N DEVOE ST,JOHNSON,-91.42569,41.49012
4182,FAREWAY STORES #008 / DYERSVILLE,Champions,1207  12TH AVE SE,DUBUQUE,-91.1119,42.47527
4818,DECORAH MART,Need Attention,"303, COLLEGE DR",WINNESHIEK,-91.79701,43.30764
6175,MALCOM GAS & FOOD / MALCOM,Need Attention,203 MONTEZUMA STREET,POWESHIEK,-92.55212,41.70643
5935,CASEY'S GENERAL STORE #3932 / URBANDALE,Big Spenders,4580 114TH STREET,POLK,-93.77428,41.64357
3660,WAL-MART 2935 / KNOXVILLE,Potential Loyalist,814 W BELL AVE,MARION,-93.10666,41.30615
5581,CASEY'S GENERAL STORE #2488 / N ENGLISH,Big Spenders,504 S MAIN ST,IOWA,-92.07643,41.5113
5680,GASLAND N 8TH ST / BURLINGTON,Need Attention,1204 N 8TH ST,DES MOINES,-91.10546,40.82025
3679,FRANKLIN STREET FLORAL & GIFT,Potential Loyalist,103 FRANKLIN ST,CLAYTON,-91.39077,43.05512
3782,BENDER FOODS / GUTTENBERG,Potential Loyalist,619 S HWY 52,CLAYTON,-91.10051,42.77976
5395,YESWAY STORE #1037/ GRIMES,Need Attention,1905 SE 37TH STREET,POLK,-93.77397,41.65891
5976,CASEY'S GENERAL STORE #2422 / CRESTON,Potential Loyalist,403 E TOWNLINE ST,UNION,-94.35701,41.07105
6156,LUXEMBURG LIQUOR TOBACCO & GAS,Need Attention,101 W MAIN ST,DUBUQUE,-91.07458,42.60256
5864,CASEY'S GENERAL STORE #2803 / VILLISCA,Potential Loyalist,309 N U AVE,MONTGOMERY,-94.98545,40.93468
4258,FAREWAY STORES #009 / BURLINGTON,Champions,920 LAWRENCE DRIVE,DES MOINES,-91.14004,40.79915
4732,WALGREENS #07967 / CLIVE,Big Spenders,15601 HICKMAN RD,POLK,-93.83438,41.61488
5205,GLIDDEN GROCERY,Big Spenders,201 IDAHO ST,CARROLL,-94.72891,42.05687
5207,JIM'S FOODS  /  CEDAR RAPIDS,Champions,"812, SIXTH  ST SW",LINN,-91.67708,41.96797
6287,RIVERSIDE #4 / BETTENDORF,Big Spenders,2320 SPRUCE HILLS DRIVE,SCOTT,-90.50064,41.54897
4717,WALGREENS #05512 / BETTENDORF,Need Attention,3425 MIDDLE RD,SCOTT,-90.48523,41.55085
6283,KIMMES CARROLL COUNTRY STORE 1 / CARROLL,Need Attention,1511 US 71,CARROLL,-94.87856,42.0753
4653,CASEY'S GENERAL STORE #1617 / JEFFERSON,Big Spenders,508 N ELM,GREENE,-94.37744,42.02006
4750,WALGREENS #04041 / DAVENPORT,Big Spenders,1525 E KIMBERLY,SCOTT,-90.55198,41.55678
5094,CASEY'S GENERAL STORE #2778 / CEDAR,Big Spenders,"201, 8TH AVE SE",LINN,-91.66192,41.97324
6081,CIRCLE K / WDM,Big Spenders,3501 EP TRUE PARKWAY,POLK,-93.75245,41.57059
2687,HY-VEE FAST & FRESH EXPRESS- BETTENDORF,Big Spenders,3470 MIDDLE ROAD,SCOTT,-90.48395,41.5514
6076,SHOP N SAVE NEWTON,Need Attention,404 S 11TH AVE W,JASPER,-93.05835,41.69034
5039,CASEY'S GENERAL STORE #3384 / SOLON,Big Spenders,1200 S MARKET ST,JOHNSON,-91.49053,41.79685
5955,GOWRIE GROCERY,Big Spenders,1119 MARKET STREET,WEBSTER,-94.28945,42.28057
5805,CASEY'S GENERAL STORE #2229 / OSAGE,Big Spenders,1430 MAIN ST,MITCHELL,-92.79784,43.28415
4700,J & C GROCERY / ALLISON,Big Spenders,"306, N MAIN",BUTLER,-92.79512,42.75322
4549,CASEY'S GENERAL STORE #2913 / COLO,Big Spenders,702 US HWY 65,STORY,-93.30965,42.08262
4652,BRADY MART FOOD & LIQUOR,Need Attention,"3107, BRADY ST",SCOTT,-90.56972,41.55216
4999,CASEY'S GENERAL STORE #2680 / CLARKS,Big Spenders,213 S MAIN ST,BUTLER,-92.66779,42.7832
5854,CASEY'S GENERAL STORE #1068 - DAVENPORT,Big Spenders,11200 140TH STREET,SCOTT,-90.68398,41.50858
4610,CASEY'S GENERAL STORE #2992 / FONDA,Big Spenders,101 HWY 7,POCAHONTAS,-94.84661,42.58895
5506,CASEY'S GENERAL STORE #2168 / DAVENPORT,Big Spenders,1691 W 53RD ST,SCOTT,-90.59978,41.5745
4781,CASEY'S GENERAL STORE #3079 / EARLY,Big Spenders,"2245, US HWY 71",SAC,-95.14876,42.47362
4715,WALGREENS #06678 / WEST DES MOINES,Big Spenders,1999 GRAND AVE,POLK,-93.73141,41.57149
5388,KUM & GO #119/ NORTHWOOD,Big Spenders,818 HWY 105,WORTH,-93.35826,43.44438
6071,A&Z LIQUORS / HAMPTON,Need Attention,721 CENTRAL AVE W,FRANKLIN,-93.21694,42.74174
5675,10TH HOLE INN & SUITE / GIFT SHOP,Need Attention,402 E MAIN ST STE A,HOWARD,-92.54779,43.36385
4748,WALGREENS #06186 / DAVENPORT,Big Spenders,4011 E 53RD ST,SCOTT,-90.51436,41.57484
4887,KUM & GO #66 / WEST DES MOINES,Potential Loyalist,5308 UNIVERSITY AVE,POLK,-93.77927,41.60046
10038,KUM & GO #1074 / WDM,Big Spenders,330 JORDAN CREEK PARKWAY,DALLAS,-93.80923,41.56381
5830,CASEY'S GENERAL STORE #1911 / NEWTON,Big Spenders,1018 1ST AVE E,JASPER,-93.04036,41.69925
5640,CASEY'S GENERAL STORE #3371 / NEW HARTFORD,Big Spenders,33000 HWY 57,BUTLER,-92.63291,42.56519
4907,PRIME MART #2323 / CEDAR FALLS,Big Spenders,2323 MAIN ST,BLACK HAWK,-92.44586,42.51619
5028,MIDTOWN LIQUOR,Big Spenders,1100 E 5TH ST,BUENA VISTA,-95.18694,42.64453
5377,CASEY'S GENERAL STORE # 2517/ ROCKWELL CITY,Big Spenders,627 HIGH ST.,CALHOUN,-94.63716,42.39882
9001,CEDAR RIDGE VINEYARDS (ET),Big Spenders,1441 MARAK RD NW,JOHNSON,-91.67744,41.83213
4982,KIMMES COUNTRY STORE ALTA 05 #101,Need Attention,101 E. HWY 7,BUENA VISTA,-95.30377,42.67559
2706,HY-VEE FAST AND FRESH / JOHNSTON,Big Spenders,5169 MERLE HAY RD.,POLK,-93.69754,41.65418
6044,CASEY'S GENERAL STORE #2297 / WDM,Big Spenders,108 8TH ST,POLK,-93.71301,41.56995
5832,CASEY'S GENERAL STORE #1605 / HAMPTON,Need Attention,719 4TH ST NE,FRANKLIN,-93.20247,42.74889
5214,FAS MART #5148 / CEDAR RAPIDS,Need Attention,550 WILSON AVE SW,LINN,-91.67638,41.95607
4530,CASEY'S GENERAL STORE #2566 / ELY,Big Spenders,1495 STATE ST,LINN,-91.58709,41.87257
4533,CASEY'S GENERAL STORE #1985 / ST. ANSGAR,Big Spenders,110 N HWY 218,MITCHELL,-92.88809,43.37844
5091,KUM & GO #1436 / MUSCATINE,Big Spenders,416 CEDAR ST,MUSCATINE,-91.04529,41.42422
10060,SUPER STOP / ALTOONA,Champions,2635 ADVENTURELAND DRIVE,POLK,-93.49464,41.65904
4921,MARKET EXPRESS,Big Spenders,5340 16TH AVE SW,LINN,-91.7399,41.96387
10004,JACK & JILL STORE / WEST BRANCH,Big Spenders,115 EAST MAIN STREET,CEDAR,-91.34572,41.67141
5234,CASEY'S GENERAL STORE #3473 / DUBUQU,Need Attention,"1072, CEDAR CROSS RD",DUBUQUE,-90.70816,42.47857
5184,CASEY'S GENERAL STORE #3440 / CAMANC,Big Spenders,"614, S  WASHINGTON BLVD",CLINTON,-90.25557,41.78812
5209,KWIK STOP #848 / DUBUQUE,Big Spenders,3201 CENTRAL AVE,DUBUQUE,-90.68298,42.52767
6070,BIG 10 MART #11 / DUBUQUE,Big Spenders,3300 ASBURY RD,DUBUQUE,-90.72109,42.51246
5847,MOTI'S FOOD,Big Spenders,1717 WEST 3RD STREET,SCOTT,-90.60185,41.52237
2721,HY-VEE C-STORE #3 / DUBUQUE,Big Spenders,300 S LOCUST,DUBUQUE,-90.66476,42.48835
5551,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,Big Spenders,130 W EVANS ST,IOWA,-92.00901,41.68952
4535,CASEY'S GENERAL STORE #2421 / DUBUQUE,Big Spenders,4003 PERU RD,DUBUQUE,-90.67606,42.53925
5100,SAM'S FOOD,Big Spenders,648 N  MARQUETTE ST,SCOTT,-90.59087,41.52647
5766,CASEY'S GENERAL STORE #2944 / MUSCATINE,Big Spenders,3010 UNIVERSITY DR,MUSCATINE,-91.01718,41.45831
4412,KUM & GO #267 / TIPTON,Big Spenders,2050 IA HIGHWAY 38,CEDAR,-91.11806,41.64969
2587,HY-VEE FOOD STORE / JOHNSTON,Champions,5750 MERLE HAY ROAD,POLK,-93.69777,41.66481
5765,CASEY'S GENERAL STORE #2906 / MUSCATINE,Big Spenders,3509 STEAMBOAT WAY,MUSCATINE,-91.08447,41.4484
4941,KUM & GO #170 / URBANDALE,Big Spenders,6990 DOUGLAS AVE,POLK,-93.7117,41.62915
5624,CASEY'S GENERAL STORE #1065 / ASBURY,Need Attention,5505 ASBURY RD,DUBUQUE,-90.75849,42.51053
5529,BIG 10 MART,Big Spenders,2100 JFK RD,DUBUQUE,-90.72043,42.50849
5270,CASEY'S GENERAL STORE # 2783/ URBAND,Big Spenders,4901 86TH ST,POLK,-93.73646,41.64996
2709,HY-VEE FAST AND FRESH - DUBUQUE,Big Spenders,2435 NW ARTERIAL,DUBUQUE,-90.74103,42.51758
5664,CASEY'S GENERAL STORE #45 / DES MOINES,Potential Loyalist,2890 E BROADWAY AVE,POLK,-93.56141,41.644
6272,THURSTY THURSTON'S LIQUOR / CLARENCE,Need Attention,512 LOMBARD STREET,CEDAR,-91.05697,41.88874
4468,CIRCLE K #4706600 / MUSCATINE,Need Attention,802 CYPRESS ST,MUSCATINE,-91.04113,41.43164
4746,WALGREENS #05885 / MUSCATINE,Need Attention,1703 PARK AVE,MUSCATINE,-91.03037,41.44462
5240,CASEY'S GENERAL STORE #3463 / WEST B,Big Spenders,"615, S  DOWNEY ST",CEDAR,-91.34675,41.66155
6240,RACEWAY 80 / NEWTON,Need Attention,4300 SOUTH 22ND AVENUE EAST,JASPER,-93.00055,41.67966
3825,SHOP N SAVE #2 / E 14TH,Potential Loyalist,1372 E 14TH ST,POLK,-93.60052,41.60488
5114,CASEY'S GENERAL STORE #2612 / MISSOU,Big Spenders,"106, E  ERIE ST",HARRISON,-95.89457,41.55636
6030,CASEY'S GENERAL STORE #1564 / MARSHALLTOWN,Big Spenders,1009 W LINCOLN WAY,MARSHALL,-92.92997,42.04184
5185,KUM & GO #521  /  CORALVILLE,Big Spenders,205 2ND ST,JOHNSON,-91.56811,41.66984
5885,CASEY'S GENERAL STORE #67 / SUMNER,Need Attention,911 E 1ST ST,BREMER,-92.08387,42.84748
5980,CASEY'S GENERAL STORE #2527 / SHELDON,Need Attention,1401 PARK STREET,O'BRIEN,-95.83836,43.18602
6255,KWIK STAR #1165 / SIBLEY,Need Attention,1694 PIERCE AVENUE,OSCEOLA,-95.72266,43.40478
5263,BERNIE'S BOOZE LLC,Need Attention,"950, WEST VIEW DR",SIOUX,-96.30888,43.19925
5893,CASEY'S GENERAL STORE #3880 / WATERLOO,Big Spenders,1900 W RIDGEWAY AVE,BLACK HAWK,-92.39243,42.46936
5366,LIQUOR BEER & TOBACCO OUTLET,Big Spenders,1908 CLARK ST,FLOYD,-92.66189,43.05913
10046,TRANSIT GENERAL STORE / SIOUX CITY,Big Spenders,2324 TRANSIT AVENUE,WOODBURY,-96.37871,42.47639
2715,HY-VEE FOOD STORE / DENISON,Big Spenders,1426 BROADWAY,CRAWFORD,-95.35301,42.01675
5605,CASEY'S GENERAL STORE #1416 / NEW HAMPTON,Big Spenders,615 N LINN AVE,CHICKASAW,-92.31782,43.06538
6318,PRIME STOP.INC / MELBOURNE,Big Spenders,1659 MARSHALLTOWN BOULEVARD,MARSHALL,-93.10056,41.95355
5390,PG MINI MART,Need Attention,800 HAMILTON BLVD.,WOODBURY,-96.41741,42.5044
5534,CASEY'S GENERAL STORE #3674 / SIOUX CITY,Big Spenders,4727 SOUTHERN HILLS DR,WOODBURY,-96.34561,42.44041
10018,KWIK STAR #710 / TOLEDO,Big Spenders,1002 SOUTH COUNTY RD,TAMA,-92.58167,41.98614
5773,CASEY'S GENERAL STORE #2239 / INDEPENDENCE,Big Spenders,1200 5TH AVE NE,BUCHANAN,-91.88945,42.48002
4848,KUM & GO #246 / WINTERSET,Big Spenders,111 E JEFFERSON ST,MADISON,-94.01293,41.33545
4523,CASEY'S GENERAL STORE #2563 / EXIRA,Big Spenders,312 W WASHINGTON ST,AUDUBON,-94.87985,41.59113
5344,CASEY'S GENERAL STORE # 2607/ SIOUX CITY,Big Spenders,3731 HAMILTON BLVD.,WOODBURY,-96.4085,42.53512
4944,JIFFY EXPRESS / MARTENSDALE,Big Spenders,"290, HWY 28",MARSHALL,-93.73745,41.37336
6330,JK AFRICAN STORE LLC / DES MOINES,Need Attention,2312 UNIVERSITY AVENUE,POLK,-93.64902,41.60042
5079,CASEY'S GENERAL STORE #2489 / DENISO,Big Spenders,1608 4TH AVE S,CRAWFORD,-95.34905,42.01233
4791,WALGREENS #05470 / SIOUX CITY,Need Attention,4650 MORNINGSIDE AVE,WOODBURY,-96.3471,42.47041
4138,FAREWAY STORES #657 / INDIANOLA,Champions,1309 W 2ND,WARREN,-93.57927,41.35662
5289,YESWAY STORE # 10020/ STORY CITY,Big Spenders,527 PARK AVE,STORY,-93.59779,42.18671
