Store Number,Store Name,Customer Segment,Address,County,Store Longitude,Store Latitude
5235,KUM & GO #540 / WAUKEE,Potential Loyalist,3105 GRAND PRAIRIE PARKWAY,DALLAS,-93.85315,41.57422
5698,CASEY'S #3746 / GRIMES,Potential Loyalist,1650 NE BEAVER BROOKE BLVD,POLK,-93.77709,41.6988
5844,CASEY'S GENERAL STORE #3826 - ADEL,Potential Loyalist,1738 NILE KINNICK S.,DALLAS,-94.01313,41.60083
10154,HIWAY 20 LIQUOR AND TOBACCO / WEBSTER CITY,Big Spenders,1345 2ND STREET,HAMILTON,-93.83741,42.46956
10153,IOWA SPIRITS / BURLINGTON,Champions,2107 AGENCY STREET,DES MOINES,-91.12946,40.81458
2847,CVS PHARMACY #10032 / MARION,Need Attention,"3499, 7TH AVE",LINN,-91.57473,42.03593
9038,TEMPLETON DISTILLING LLC (ET),Need Attention,209 E 3RD ST,CARROLL,-94.936366,41.917072
5267,THE STATION,Need Attention,2320 N 15TH STREET,WEBSTER,-94.178,42.52904
6133,LINCOLN FARM AND HOME 3 / PACIFIC JUNCTION,Big Spenders,18880 HYLAND AVE,MILLS,-95.82482,41.04577
10075,KINGS MART #51 / CEDAR RAPIDS,Need Attention,2330 WILEY BLVD.,LINN,-91.72583,41.95614
10165,SUPER MARKET / DAVENPORT,Champions,6723 NORTHWEST BOULEVARD,SCOTT,-90.60872,41.58967
10160,ONE STOP FOOD AND FUEL / SIOUX CITY,Champions,923 WEST 7TH STREET,WOODBURY,-96.4195,42.50371
10164,LA HISPANA GROCERY / HAWARDEN,Need Attention,907 CENTRAL AVE,SIOUX,-96.48524,42.99593
10158,BP EXPRESS / WEST UNION,Big Spenders,300 IOWA 150,FAYETTE,-91.81441,42.9652
10159,SUNSHINE FOODS / MILFORD,Champions,1704 OKOBOJI AVE.,DICKINSON,-95.14999,43.33189
10084,KINGS MART #50 / IOWA CITY,Need Attention,2875 COMMERCE DR,JOHNSON,-91.48082,41.62841
4735,WALGREENS #01301 / OTTUMWA,Need Attention,327 W 4TH ST,WAPELLO,-92.41373,41.02181
6218,BOJI JUNCTION / MILFORD,Need Attention,2301 OKOBOJI AVENUE,DICKINSON,-95.14997,43.33716
4695,WALGREENS #09791 / ALTOONA,Need Attention,101 8TH ST SE,POLK,-93.464,41.64404
5595,GIT-N-GO #47 / ALTOONA,Need Attention,101 8TH ST W,POLK,-93.46507,41.64458
2717,HY-VEE GAS #5018 / AMES,Need Attention,636 LINCOLN WAY,STORY,-93.61908,42.02291
10171,SHERPA LIQUOR & TOBACCO OUTLET / BURLINGTON,Champions,1703 MOUNT PLEASANT STREET,DES MOINES,-91.12242,40.82001
5714,YESWAY #1031,Need Attention,830 NORTH 18TH STREET,APPANOOSE,-92.86798,40.74102
10155,CASEY'S #4324 / PALO,Big Spenders,1204 1ST STREET,LINN,-91.79577,42.07018
5400,WASPY'S TRUCK STOP / TEMPLETON,Need Attention,703 SOUTH RYE AVE STE A,CARROLL,-94.93739,41.91378
10152,SPEEDEE MART 1512 / COUNCIL BLUFFS,Big Spenders,3624 9TH AVENUE,POTTAWATTAMIE,-95.90561,41.25369
6302,JET STOP SALEM STUB / SALEM,Need Attention,3164 HWY 218,HENRY,-91.56457,40.84701
10170,SHERPA LIQUOR & TOBACCO OUTLET 1 / BURLINGTON,Big Spenders,1204 NORTH 8TH STREET,DES MOINES,-91.10546,40.82025
6208,HY-VEE FAST AND FRESH / GRIMES,Need Attention,1401 1ST STREET,POLK,-93.77938,41.68898
10052,KWIK STAR #1097 / URBANDALE,Potential Loyalist,10101 PLUM DR.,POLK,-93.7574,41.65002
10176,FIRE AND SALT CO - CORNING LLC,Potential Loyalist,620 DAVIS AVENUE,ADAMS,-94.73443,40.98828
5516,QUIK N HANDI III / LAMONT,Need Attention,710 WASHBURN AVE,BUCHANAN,-91.64762,42.60053
10149,BREW OIL #13 / ORANGE CITY,Big Spenders,901 ALBANY PL SE,SIOUX,-96.05653,42.99609
9031,LONELY OAK DISTILLERY (ET),Need Attention,1833 ELMWOOD RD,SHELBY,-95.47983,41.7709
5875,FAIRBANK FOOD CENTER / FAIRBANK,Need Attention,102 N 4TH ST,BUCHANAN,-92.04734,42.63964
5483,TIGER MART,Need Attention,708 MAIN,CASS,-95.13914,41.23472
2853,CVS PHARMACY #10452  /  AMES,Need Attention,2420 LINCOLN WAY,STORY,-93.64958,42.0228
10148,PETRO AND MORE / LETTS,Need Attention,13961 HWY 252,LOUISA,-91.19602,41.27667
2539,HY-VEE FOOD STORE (1295) / IOWA FALLS,Champions,640 S. OAK,HARDIN,-93.26092700199996,42.50827901600008
2619,HY-VEE WINE AND SPIRITS / WDM,Champions,1725  74TH ST,POLK,-93.71903951599997,41.609351573000026
4024,WAL-MART 1546 / IOWA FALLS,Big Spenders,840 S OAK,HARDIN,-93.26044898199996,42.50236700900007
10127,GM FOOD MART / MUSCATINE,Big Spenders,1814 E AVE.,MUSCATINE,-91.00027599899994,41.47443299300005
5462,7STAR LIQUOR & TOBACCO OUTLET,Big Spenders,502 E AVE NW,LINN,-91.68021196099994,41.97824765100006
10162,NEWTON MARKET / NEWTON,Big Spenders,321 1ST AVENUE WEST,JASPER,-93.05704701399998,41.69921300500005
10125,BREW #54 / CEDAR RAPIDS,Need Attention,3301 J STREET SOUTHWEST,LINN,-91.66631417899998,41.94469594000003
4014,WAL-MART 1732 / DENISON,Champions,510 C AVE,CRAWFORD,-95.37141998099996,42.02635902100008
2697,HY-VEE DOLLAR FRESH - TOLEDO,Big Spenders,1006 S. COUNTRY ROAD,TAMA,-92.58319103699996,41.98517001300007
10147,PONY EXPRESS / SLOAN,Need Attention,1501 330TH STREET,WOODBURY,-96.31084499699996,42.22908000100006
10183,CROWN LIQUOR & SMOKE / IOWA CITY,Big Spenders,19 HIGHWAY 1 WEST ROOSEVELT,JOHNSON,-91.54128124499994,41.64635831600003
5004,IDA GROVE FOOD PRIDE,Big Spenders,200 SUSAN LAWRENCE DR,IDA,-95.47111701899996,42.35079701200005
4195,FAREWAY STORES #792 / TOLEDO,Big Spenders,1005 S COUNTY LINE RD,TAMA,-92.58043800099996,41.98419201300004
3980,WAL-MART 1721 / IOWA CITY,Champions,919 HWY 1 WEST,JOHNSON,-91.55131564099996,41.64408761600004
6310,JET STOP BIRMINGHAM / BIRMINGHAM,Need Attention,121 SOUTH HWY 1,VAN BUREN,-91.94909302099995,40.87858202000007
6143,HOMETOWN WINE & SPIRITS / OSKALOOSA,Champions,1202 A AVE E,MAHASKA,-92.63150801499997,41.29587498600006
3789,WAL-MART 1393 / OSKALOOSA,Champions,2203 A AVENUE WEST,MAHASKA,-92.66993904099996,41.298589004000064
3990,CORK AND BOTTLE / OSKALOOSA,Champions,309 A AVE WEST,MAHASKA,-92.64820199999996,41.296521021000046
2600,HY-VEE FOOD STORE / OSKALOOSA,Champions,110  S  D  ST,MAHASKA,-92.64847097599994,41.29487200700004
4716,WALGREENS #11153 / SPENCER,Need Attention,800 GRAND AVE,CLAY,-95.14409103199996,43.14617600400004
5920,KUM & GO #0131 / HUXLEY,Big Spenders,1706 HWY 210,STORY,-93.56482500599998,41.87781739300004
6078,KUM & GO #0185 / BONDURANT,Potential Loyalist,3015 OXBOW COURT SW,POLK,-93.48061098399997,41.67401997900004
4656,CASEY'S GENERAL STORE #2301 / AMES,Big Spenders,17005 HWY 69,STORY,-93.621122024,42.10631998800005
4105,FAREWAY STORES #426 / NEVADA,Big Spenders,1505 SOUTH B AVE,STORY,-93.439664968,42.010570994000034
4659,CASEY'S GENERAL STORE #2802 / CONRAD,Big Spenders,409 E CENTER,GRUNDY,-92.86890396499996,42.22408899700008
5000,CASEY'S GENERAL STORE #3319 / NEVADA,Big Spenders,1800 SOUTH B AVE,STORY,-93.43603199999995,42.00886598900007
3857,QUILLINS FOOD RANCH / WAUKON,Potential Loyalist,9TH ST SW B,ALLAMAKEE,-91.48795432099996,43.25487503900007
3901,TARGET STORE T-0878 / FORT DODGE,Potential Loyalist,2910  1 AVE S,WEBSTER,-94.15689000599995,42.50661399300003
10167,HY-VEE / ELDRIDGE,Champions,425 EAST LE CLAIRE ROAD,SCOTT,-90.57744502599996,41.65397000600007
3909,D AND S GROCERY,Potential Loyalist,104 SE  A ST,MARION,-93.24161400699997,41.22222299300006
2445,RUBACK'S FOOD CENTER,Potential Loyalist,504 S HWY,POTTAWATTAMIE,-95.40265598099997,41.30240297900008
4228,FAREWAY STORES #462 / VINTON,Potential Loyalist,501 A AVE,BENTON,-92.02642697499994,42.16602101600006
4808,CB QUICK STOP / COUNCIL BLUFFS,Potential Loyalist,"3500, AVE A",POTTAWATTAMIE,-95.90243600999996,41.26296298200003
4493,CASEY'S GENERAL STORE #2850 / CEDAR RAPIDS,Big Spenders,5655 C ST SW,LINN,-91.63637854699994,41.92253515200008
10085,DIAMOND SPIRIT TOBACCO AND VAPE / CHARLES CITY,Big Spenders,625 NORTH MAIN STREET,FLOYD,-92.67564703399997,43.07128101700005
10186,CASEY'S #4369 / IOWA CITY,Big Spenders,206 EAST BENTON STREET,JOHNSON,-91.532680826,41.65151507200005
10188,NICKS FAMILY GROCERY / WINTHROP,Big Spenders,135 MADISON STREET,BUCHANAN,-91.732470026,42.47325598800006
10187,CASEY'S #4368 / CORALVILLE,Big Spenders,590 1ST AVENUE,JOHNSON,-91.56688888199994,41.67607098900004
5510,KUM & GO #1443 / WILLIAMSBURG,Big Spenders,2177 M AVE,IOWA,-92.06685096599996,41.69091198700005
10185,CASEY'S #4367 / IOWA CITY,Need Attention,2410 MORMON TREK BOULEVARD,JOHNSON,-91.56544979299996,41.63729349700003
5376,CASEY'S GENERAL STORE # 2687/ HAWARDEN,Need Attention,1001 AVE E,SIOUX,-96.48867998099996,42.99718398700003
9911,SOUTHERN GLAZERS WINE & SPIRITS OF IOWA,Need Attention,3100 SE GRIMES BLVD. STE 100,POLK,-93.77705199399998,41.66276698100006
10168,MT VERNON DISCOUNT MARKET LLC / CEDAR RAPIDS,Big Spenders,3102 MOUNT VERNON ROAD SOUTHEAST,LINN,-91.62248353099994,41.97717598300005
5802,CASEY'S GENERAL STORE #3718 / PLEASANT HILL,Big Spenders,1175 NE 75TH ST,POLK,-93.45421502999994,41.599791982000056
10115,"FAREWAY STORES, INC. #236 / BONDURANT",Potential Loyalist,114 BRICK STREET SOUTHEAST,POLK,-93.461859996,41.69005598500007
10177,"FAREWAY STORES, INC. #233 / CLIVE",Potential Loyalist,16035 HICKMAN ROAD,POLK,-93.83953996199996,41.61510535300005
10122,CASEY'S #4317 / VINTON,Potential Loyalist,814 C AVENUE,BENTON,-92.02757797799995,42.16313701200005
9042,"AMERICAN HERITAGE DISTILLERS, LLC (ET)",Need Attention,PO BOX 1317,CLAY,-95.14527499999996,43.14832000000007
2839,CVS PHARMACY #8659 / DAVENPORT,Need Attention,1777 DIVISION ST,SCOTT,-90.600221004,41.53777599900008
6188,SPARKY'S ONE STOP / LAKE VIEW,Big Spenders,HWY 71 & HWY 175,SAC,-94.95535001899998,42.31094998900005
10129,TROY MILLS / TROY MILLS,Need Attention,5913 MAIN ST.,LINN,-91.68246573299996,42.29069732100004
10101,CUBBY'S ODEBOLT / ODEBOLT,Need Attention,121 NORTH DES MOINES STREET,SAC,-95.24454504,42.31139800200003
10181,BLAIRSTOWN QUICK STOP / BLAIRSTOWN,Need Attention,321 LOCUST ST NW,BENTON,-92.08489703599996,41.90946898000004
10192,ENGEN EXPRESS / RIDGEWAY,Need Attention,610 NORTH STREET,WINNESHIEK,-91.98751801299994,43.29805600600008
10190,CASEY'S GENERAL STORE #2608 / SIOUX CITY,Big Spenders,1132 LEWIS BOULEVARD,WOODBURY,-96.37786996399996,42.50271100200007
10197,SUNSHINE FOODS / HAWARDEN,Need Attention,800 AVENUE EAST STE 1,SIOUX,-96.48771103299998,42.99497900200004
10067,BP TO GO #2 / CEDAR RAPIDS,Need Attention,1120 OLD MARION ROAD NORTHEAST NOELRIDGE PARK,LINN,-91.65122394999996,42.02102995900003
6253,PORTSIDE ONE STOP / HARPERS FERRY,Need Attention,125 JEFFERSON AVENUE STE #B,ALLAMAKEE,-91.15512403199996,43.20318799100005
10194,GOODSTOP BY CASEY'S #4313 / ELDORA,Big Spenders,2359 EDGINGTON AVENUE,HARDIN,-93.11361203599996,42.36015498700005
10196,ONE STOP / HAMPTON,Big Spenders,1208 4TH ST. NE,FRANKLIN,-93.20285021899996,42.75305401700007
10074,COSTCO WHOLESALE #1630 / ANKENY,Champions,4000 NE SPECTRUM DRIVE,POLK,-93.59124999999996,41.72140500000006
10202,BOOTLEGGERS,Big Spenders,1425 17TH AVE,SIOUX,-96.29329402499997,43.20442047800003
10200,"MUGHAL, INC. / WATERLOO",Champions,735 LOGAN AVE.,BLACK HAWK,-92.33799103299998,42.51051698500004
10201,WORLD LIQUOR & TOBACCO PLUS VAPORS / ADEL,Potential Loyalist,918 COURT STREET,DALLAS,-94.01972703399996,41.61840999100008
5892,GARNER FOODS / FT MADISON,Big Spenders,2236 AVE L,LEE,-91.33785002499997,40.62698901200008
6275,LOCAL CRAFT CELLAR / CEDAR RAPIDS,Champions,"7085 C AVENUE NORTHEAST, UNIT A1",LINN,-91.639792748,42.04940611100005
6234,EL VALLE TIENDA Y CARNICERIA / EAGLE GROVE,Need Attention,101 W BROADWAY ST.,WRIGHT,-93.90158000099996,42.664579005000064
5984,CASEY'S GENERAL STORE #3214 / OSKALOOSA,Big Spenders,413 A AVE W,MAHASKA,-92.64905703799997,41.29656699500004
10191,WEVER JUNCTION INC / WEVER,Big Spenders,1621 GREEN BAY ROAD,LEE,-91.22729297299998,40.71694498000005
5109,CASEY'S GENERAL STORE #3404 / CARLIS,Big Spenders,1020 GATEWAY DR,WARREN,-93.51590801699996,41.50952797900004
6314,JET STOP MILTON / MILTON,Need Attention,109 E HWY 2,VAN BUREN,-92.16105500799996,40.66764199700003
10199,ELKADER PIT STOP / ELKADER,Potential Loyalist,200 W BRIDGE ST.,CLAYTON,-91.40584301699994,42.85405301600008
4702,WALGREENS #05361 / FORT DODGE,Need Attention,2503 5TH AVE S,WEBSTER,-94.16247101199995,42.50070399700007
10198,WORLD LIQUOR & TOBACCO PLUS VAPORS,Champions,702 1ST AVENUE EAST,JASPER,-93.04541200999996,41.699760008000055
10207,DOC'S LIQUOR / ROCK VALLEY,Big Spenders,960 WESTVIEW DRIVE,SIOUX,-96.30882435999996,43.19916885900005
10068,ESSENTIALS PLUS / CLINTON,Big Spenders,2712 SOUTH 25TH STREET SUITE D3,CLINTON,-90.24521395999994,41.81825698400007
10212,SUNSHINE FOODS ROCK VALLEY / ROCK VALLEY,Big Spenders,1227 VALLEY DRIVE,SIOUX,-96.29861898499996,43.19918399800008
5616,CASEY'S GENERAL STORE #2623 / FAIRBANK,Big Spenders,103 24TH ST,BUCHANAN,-92.05097499999994,42.63820500000003
5591,CASEY'S GENERAL STORE #1682 / OSKALOOSA,Big Spenders,1310 A AVE WEST,MAHASKA,-92.65961496699998,41.295859982000025
10209,CRESTON LIQUORS / CRESTON,Potential Loyalist,804 LAUREL STREET,UNION,-94.37373201999998,41.04744300300007
5384,CASEY'S GENERAL STORE # 2698/ PERRY,Big Spenders,1308 1ST STREET,DALLAS,-94.10613800099998,41.840935984000055
6053,CASEY'S GENERAL STORE #2307 / MELCHER-DALLAS,Potential Loyalist,101B SW A STREET,MARION,-93.24191615799998,41.22250731200006
10179,KLINE'S QUICK TIME / KNOXVILLE,Need Attention,319 EAST MAIN STREET,MARION,-93.09550997499996,41.31931099600007
10208,HAWKEYE CONVENIENCE STORE / CEDAR RAPIDS,Big Spenders,250 16TH AVENUE,LINN,-91.66783490799996,41.96194505900007
6285,CASEY'S #3954 / NEWTON,Big Spenders,4343 SOUTH 15TH AVE EAST,JASPER,-93.03398372699996,41.71346257700003
6315,CORNERSTONE APOTHECARY / MARENGO,Need Attention,1035 COURT AVENUE,IOWA,-92.07050396699998,41.79901301500007
4130,"BOYD GROCERY, INC.",Need Attention,20611 HWY 1 N,VAN BUREN,-91.95871100399997,40.74603098000006
10094,CASEY'S #6134 / COUNCIL BLUFFS,Potential Loyalist,3501 WEST BROADWAY,POTTAWATTAMIE,-95.86028363999998,41.26191468700006
10180,SWEETIES LIQUOR STORE AND COFFEE SHOP LLC / ODEBOLT,Big Spenders,3274 FOX AVE,SAC,-95.244925998,42.315835004000064
10215,OCEAN LIQUOR AND SMOKE ETC / CEDAR RAPIDS,Big Spenders,4333 CZECH LANE NORTHEAST,LINN,-91.66679194699998,42.02291322000008
10217,HIGHWAY LIQUORS AND TOBACCO / OSKALOOSA,Big Spenders,2278 HIGHWAY 63,MAHASKA,-92.64485803999996,41.32491501100003
6277,BP TO GO #5 / HIAWATHA,Need Attention,975 ROBINS ROAD,LINN,-91.67235099299997,42.04730099600005
10213,NEW STAR / CHARITON,Potential Loyalist,1155 N 7TH ST.,LUCAS,-93.30379800599997,41.027528020000034
3845,OTHO CONVENIENCE AND FOOD,Need Attention,210 NORTH HWY,WEBSTER,-94.150868028,42.42234099800004
2690,HY-VEE FAST & FRESH - KNOXVILLE,Need Attention,809 NORTH LINCOLN STREET,MARION,-93.10903098999997,41.32559599900003
4737,WALGREENS #11330 / STORM LAKE,Need Attention,800 LAKE AVE,BUENA VISTA,-95.20152500599994,42.64708400400008
10030,LEGENDARY RYE / BAD BEAR ENTERPRISES (ET),Need Attention,707 N. MAIN STREET,CARROLL,-94.866874001,42.067186014
5306,FAS MART # 5159/ DUBUQUE,Need Attention,2175 CENTRAL AVENUE,DUBUQUE,-90.671502971,42.512732992
10161,KIMMES BAXTER COUNTRY STORE #13 / BAXTER,Big Spenders,312 EAST BUCHANNAN STREET,JASPER,-93.145392022,41.820404009
10137,FAS MART #551 / GLENWOOD,Need Attention,1200 LOCUST STREET,MILLS,-95.749080039,41.037608013
10221,SUPER STOP 3 / DUBUQUE,Big Spenders,2360 CENTRAL AVENUE,DUBUQUE,-90.672446019,42.515959019
10174,FAS MART #5149 / CEDAR RAPIDS,Need Attention,2349 BLAIRS FERRY ROAD NORTHEAST,LINN,-91.678013136,42.03433239
10195,STAR / DENISON,Big Spenders,810 4TH AVENUE SOUTH,CRAWFORD,-95.36298896,42.012782014
10216,KRAMER'S INC.,Need Attention,108 SOUTH MAPLE STREET,HENRY,-91.619685987,40.853887005
10139,FAS MART #553 / COUNCIL BLUFFS,Need Attention,611 EAST BROADWAY,POTTAWATTAMIE,-95.838859023,41.266689995
10140,FAS MART #552 / COUNCIL BLUFFS,Need Attention,503 9TH AVENUE,POTTAWATTAMIE,-95.852120032,41.253154018
4679,WALGREENS #12393 / CEDAR RAPIDS,Need Attention,5750 C AVE NE,LINN,-91.637441791,42.036150425
10223,4 WAY STOP SHOP / MOVILLE,Need Attention,455 SOUTH 1ST STREET,WOODBURY,-96.07674104,42.483081004
10219,7 DAYS MART / COUNCIL BLUFFS,Need Attention,501 SOUTH 21ST STREET,POTTAWATTAMIE,-95.875058033,41.257011998
10116,DAVIDS FOODS / LAKE MILLS,Big Spenders,103 N WASHINGTON ST,WINNEBAGO,-93.53401804,43.419593015
4975,WALGREENS #15647 / SIOUX CITY,Need Attention,1900 HAMILTON BLVD,WOODBURY,-96.416125976,42.511239002
10229,SHELDON TRUCK PLAZA INC. / SHELDON,Big Spenders,121 34TH AVE.,O'BRIEN,-95.816112969,43.185511983
6111,MOES MART #13 / CASEY,Need Attention,501 MCPHERSON STREET,GUTHRIE,-94.518720002,41.505213017
10227,GRIMES LIQUOR SHOP / GRIMES,Potential Loyalist,3600 SOUTHEAST CROSSROADS DRIVE,POLK,-93.772949974,41.65908699
10231,ANTOJITOS PENA / HAWARDEN,Need Attention,925 CENTRAL AVENUE,SIOUX,-96.485626035,42.996551992
10118,TIGER MART / TIPTON,Big Spenders,51 CEDAR ST.,CEDAR,-91.128892028,41.764995019
6321,COLONY POINT FUEL & GAS - WILLIAMSBURG,Need Attention,333 220TH STREET,IOWA,-92.026867358,41.687673995
10224,KIMMES DENISON COUNTRY STORE 11 / DENISON,Need Attention,1108 4TH AVENUE SOUTH,CRAWFORD,-95.357897959,42.012774009
10234,LA TROPICANA / URBANDALE,Need Attention,2743 86TH STREET,POLK,-93.734305545,41.618713877
10233,COALVILLE STOP N SHOP / FORT DODGE,Big Spenders,23930 BOIES STREET,WEBSTER,-94.126484987,42.444014001
10189,HY-VEE / KNOXVILLE,Need Attention,809 WEST ROCK ISLAND STREET,MARION,-93.107034002,41.325942004
10232,HOMETOWN MARKET SOUTH / CENTRAL CITY,Big Spenders,9 SOUTH AVENUE,LINN,-91.530334983,42.198901001
10220,VAPE AND SMOKE / TAMA,Need Attention,104 WEST 3RD STREET,TAMA,-92.577196971,41.961557982
10240,FORBES MEAT / SPIRIT LAKE,Big Spenders,2508 ENTERPRISE AVENUE,DICKINSON,-95.127291016,43.41661899
10241,"FAREWAY STORES, INC. #237 / LE CLAIRE",Big Spenders,1301 EAGLE RIDGE ROAD,SCOTT,-90.359991971,41.588211
10066,CVS / PHARMACY #8539 / IOWA CITY,Need Attention,201 SOUTH CLINTON STREET,JOHNSON,-91.535378122,41.659255089
10214,EASYGO LIQUOR / WEST DES MOINES,Champions,900 GRAND AVENUE,POLK,-93.71476297,41.582369987
10245,TWO RIVERS / COLUMBUS JUNCTION,Big Spenders,213 HIGH VIEW DRIVE,LOUISA,-91.361767031,41.286411984
10248,BYRON MART / WATERLOO,Big Spenders,306 BYRON AVENUE,BLACK HAWK,-92.35337501,42.480018005
4724,WALGREENS #05942 / NEWTON,Need Attention,1204 1ST AVE EAST,JASPER,-93.037979022,41.699635997
2843,CVS PHARMACY #8526 / CEDAR RAPIDS,Need Attention,4116 CENTER POINT RD NE,LINN,-91.664676606,42.021095688
10104,MEGA RETAIL / MARION,Champions,5680 KACENA AVE.,LINN,-91.551385965,42.043487985
10239,KUM & GO #98 / WEST DES MOINES,Big Spenders,5760 RACCOON RIVER DRIVE,POLK,-93.785822985,41.540969001
10249,DUTCHMART FOODS / ORANGE CITY,Big Spenders,102 ALBANY AVENUE NORTHEAST,SIOUX,-96.057309022,43.006474992
10256,LIQUOR AND TOBACCO OUTLET / WATERLOO,Big Spenders,2844 UNIVERSITY AVENUE,BLACK HAWK,-92.382799207,42.498291885
10259,LALO'S LIQUOR STORE / AMES,Need Attention,809 WHEELER STREET,STORY,-93.62204001,42.054883014
10258,KWIK STAR #1190 / DECORAH,Big Spenders,306 COLLEGE DRIVE,WINNESHIEK,-91.797099187,43.307893352
10251,THOMSEN'S FILLING STATION / OXFORD JUNCTION,Need Attention,122 W MAIN ST,JONES,-90.955207057,41.982762683
10257,MAYNARDS OF AKRON / AKRON,Big Spenders,200 REED STREET,PLYMOUTH,-96.559417041,42.828441985
10260,BAILEY'S CONVENIENCE / STUART,Big Spenders,1218 SOUTH DIVISION STREET,GUTHRIE,-94.319196006,41.490099985
10211,DOUDS KWIK STOP / DOUDS,Need Attention,14085 ROUTE V64,VAN BUREN,-92.085968997,40.841117008
10244,OTHO CONVENIENCE AND FOOD / OTHO,Need Attention,210 NORTH HIGHWAY STREET,WEBSTER,-94.150868028,42.422340998
10269,ALL IN GROCERS / WATERLOO,Need Attention,221 FRANKLIN STREET,BLACK HAWK,-92.336573988,42.503412986
10270,LIQUOR LOVERS  / ANKENY,Potential Loyalist,1510 SOUTH ANKENY BOULEVARD PRAIRIE TRAIL SUITE 107-108,POLK,-93.601740968,41.716028988
2838,CVS PHARMACY #8658 / DAVENPORT,Need Attention,1655 W KIMBERLY RD,SCOTT,-90.599880028,41.559353993
10272,UNIVERSITY LIQUORS / WEST DES MOINES,Champions,9250 UNIVERSITY AVE SUITE 114,POLK,-93.834537013,41.599596013
10275,UNIVERSITY MARKET / DES MOINES,Potential Loyalist,2231 EAST UNIVERSITY AVENUE,POLK,-93.575504019,41.600062005
10262,WILLIAMS TRAVEL CENTER / WILLIAMS,Need Attention,3065 220TH STREET,HAMILTON,-93.565699036,42.471823982
10225,B&L DRIVE THRU / FORT DODGE,Need Attention,902 S 22ND ST,WEBSTER,-94.168193002,42.495551013
10276,KWIK STAR #715 / WATERLOO,Need Attention,135 EAST RIDGEWAY AVENUE,BLACK HAWK,-92.355788296,42.46946729
10279,WASHINGTON SPIRITS & TOBACCO / WASHINGTON,Big Spenders,1061 WEST MADISON STREET,WASHINGTON,-91.707533026,41.296276982
10266,FOUR CORNERS MARKET / MASON CITY,Big Spenders,1306 4TH STREET SOUTHWEST,CERRO GORDO,-93.221655019,43.148589992
10278,SHELLSBURG QUICK STOP / SHELLSBURG,Need Attention,101 MAIN STREET NORTHEAST,BENTON,-91.875337235,42.094597315
10235,MAPLETON FOOD LAND / MAPLETON,Big Spenders,405 HEISLER STREET,MONONA,-95.792145001,42.167937999
10287,BREW OIL #80 / WEST DES MOINES,Big Spenders,136 1ST STREET,POLK,-93.703726015,41.570836991
6216,HY-VEE C-STORE #3 / CEDAR RAPIDS,Need Attention,2300 BOWLING GREEN STREET SOUTHWEST,LINN,-91.658085162,41.95562305
10285,HY-VEE FAST & FRESH 2 / DAVENPORT,Need Attention,4631 EAST 53RD STREET,SCOTT,-90.505558429,41.574927701
10218,ABARROTES GASCA LLC / ROCK VALLEY,Need Attention,954 WESTVIEW DRIVE,SIOUX,-96.308916606,43.199050008
10289,BLUE LIQUOR AND TOBACCO STORE / STATE CENTER,Big Spenders,101 WEST MAIN STREET / STATE CENTER,MARSHALL,-93.163901024,42.016893002
10280,QUICK SHOP LIQUOR AND VAPE / CLEAR LAKE,Champions,904 NORTH 8TH STREET,CERRO GORDO,-93.37843198,43.142923994
10292,PRIME MART #2728 / CEDAR FALLS,Big Spenders,2728 CENTER STREET,BLACK HAWK,-92.456653971,42.561117989
10298,CASEY'S #4308 / CHARITON,Potential Loyalist,2130 COURT AVENUE WEST,LUCAS,-93.326549005,41.014096984
10302,SIOUX-PER CENTER / SIOUX CENTER,Big Spenders,1212 NORTH MAIN AVENUE,SIOUX,-96.174496997,43.09083298
10283,CASEY'S GENERAL STORE # 2889 / SIOUX CITY,Big Spenders,3051 FLOYD BOULEVARD,WOODBURY,-96.375720006,42.526948993
10296,US SMOKE SHOP #1 / OTTUMWA,Need Attention,610 CHURCH STREET,WAPELLO,-92.420205014,41.007982009
10303,DECORAH MART / DECORAH,Potential Loyalist,303 COLLEGE DRIVE,WINNESHIEK,-91.797375042,43.307511002
10300,ESSENTIALS / CEDAR RAPIDS,Big Spenders,1500 1ST AVENUE NE,LINN,-91.652354957,41.988484595
2846,CVS PHARMACY #8443 / CEDAR RAPIDS,Need Attention,3419 16TH AVE SW,LINN,-91.716615153,41.96321718
10301,FLOYD FOOD AND FUEL / SIOUX CITY,Need Attention,3241 FLOYD BOULEVARD,WOODBURY,-96.370123996,42.534592996
10293,STORY CITY LIQUOR AND SMOKE SHOP / STORY CITY,Big Spenders,622 BROAD STREET,STORY,-93.59483998,42.186802981
10182,CARSON COUNTRY STORE LLC / CARSON,Big Spenders,202 HIGHWAY STREET,POTTAWATTAMIE,-95.420841023,41.233100021
10281,CORYDON CORNER / CORYDON,Need Attention,214 W JEFFERSON ST,WAYNE,-93.320097035,40.756938015
10304,VINTON LIQUOR TOBACCO AND VAPE / VINTON,Potential Loyalist,411 A AVENUE,BENTON,-92.025837978,42.167093983
10310,CASEY'S #4504 / DOWS,Big Spenders,904 CARDINAL AVENUE,WRIGHT,-93.46205739,42.674399872
10315,A & Z LIQUOR / HAMPTON,Big Spenders,721 CENTRAL AVENUE WEST,FRANKLIN,-93.217020749,42.741958849
10314,KUM & GO #2212 / ANKENY,Need Attention,965 SOUTHEAST CORPORATE WOODS DRIVE,POLK,-93.570950965,41.679045252
